Package Name,App Version Code,App Version Name,Reviewer Language,Device,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Star Rating,Review Title,Review Text,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,Review Link
com.nick.memasik,205,4.9.1,zh-Hant,gta3xlwifi,2021-04-01T02:11:42Z,1617243102836,2021-04-01T02:11:42Z,1617243102836,5,,,,,,
com.nick.memasik,,,es,gta3xlwifi,2021-04-01T02:27:43Z,1617244063520,2021-04-01T02:27:43Z,1617244063520,5,,,,,,
com.nick.memasik,203,4.8.4,es,7305F,2021-02-10T01:04:49Z,1612919089693,2021-04-01T03:22:53Z,1617247373109,5,,Me gustooooooo lo compartí 121 veces con todos mis amigos ;),2021-02-13T22:29:05Z,1613255345430,Gracias por su comentario! :),http://play.google.com/console/developers/4768719844986755425/app/4973118153552701745/user-feedback/review-details?reviewId=8b154aba-638f-4819-a5d5-5ee2805ba54f&corpus=PUBLIC_REVIEWS
com.nick.memasik,205,4.9.1,es,grandpplte,2021-04-01T03:49:11Z,1617248951619,2021-04-01T03:49:11Z,1617248951619,4,,,,,,
com.nick.memasik,205,4.9.1,ru,olivelite,2021-04-01T03:55:23Z,1617249323932,2021-04-01T03:55:23Z,1617249323932,5,,Очень круто мемы класные всë класно,2021-04-04T17:52:17Z,1617558737641,Спасибо за отзыв! :),http://play.google.com/console/developers/4768719844986755425/app/4973118153552701745/user-feedback/review-details?reviewId=e92e7ed8-e764-4b9d-ab99-d3ae0a64b219&corpus=PUBLIC_REVIEWS
com.nick.memasik,,,ru,a31,2021-04-01T04:50:02Z,1617252602694,2021-04-01T04:50:02Z,1617252602694,5,,,,,,
com.nick.memasik,205,4.9.1,pl,lavender,2021-04-01T05:45:59Z,1617255959786,2021-04-01T05:45:59Z,1617255959786,5,,,,,,
com.nick.memasik,205,4.9.1,ru,OP4BFB,2021-04-01T06:24:52Z,1617258292984,2021-04-01T06:24:52Z,1617258292984,5,,Мне всё очень нравится. Я довольна. Много смешных мемов. Также Мемасик помогает не на долго отвлечься от дел и посмеяться. ⠀ ∩ ＼＼ ／ ） ⊂＼＿／￣￣￣ ／ ＼＿／ ° ͜ʖ ° （ ） ／⌒＼ ／ ＿＿＿／⌒＼⊃ （ ／ ＼＼ U,2021-04-04T17:52:12Z,1617558732275,Спасибо за отзыв! :),http://play.google.com/console/developers/4768719844986755425/app/4973118153552701745/user-feedback/review-details?reviewId=955c3c81-6cf9-4da9-9cca-978cc6bcb53a&corpus=PUBLIC_REVIEWS
com.nick.memasik,205,4.9.1,es,H8216,2021-04-01T06:25:17Z,1617258317198,2021-04-01T06:25:17Z,1617258317198,5,,La mejor app de memes,2021-04-04T17:52:00Z,1617558720015,Gracias por su comentario! :),http://play.google.com/console/developers/4768719844986755425/app/4973118153552701745/user-feedback/review-details?reviewId=fd5b4726-1e7d-4827-8f30-4a7722ef0189&corpus=PUBLIC_REVIEWS
com.nick.memasik,205,4.9.1,ru,willow,2021-04-01T10:47:07Z,1617274027218,2021-04-01T10:47:07Z,1617274027218,5,,Предложение топ,2021-04-04T17:50:28Z,1617558628717,Спасибо за отзыв! :),http://play.google.com/console/developers/4768719844986755425/app/4973118153552701745/user-feedback/review-details?reviewId=fc89c063-48b4-44ec-80dd-cd7ca3930167&corpus=PUBLIC_REVIEWS
